,L,max_stay_counter,m,n,quench,struc_count,ITC
20342,18,18,1,0.1,0.3,647.18,209.6141453
20343,18,18,1,0.1,0.4,538.52,209.8009499
20344,18,18,1,0.1,0.5,534.68,209.5188191
20345,18,18,1,0.1,0.65,475.16,209.5833037
20346,18,18,1,0.1,0.8,344.7,208.4998774
20347,18,18,1,0.1,1,243.52,211.7246481
20348,18,18,1,0.1,2,85.12,222.8573315
20349,18,18,1,0.2,0.1,620.26,210.8311675
20350,18,18,1,0.2,0.2,591.56,210.8953015
20351,18,18,1,0.2,0.3,650.5,208.6404159
20352,18,18,1,0.2,0.4,594.52,210.1298388
20353,18,18,1,0.2,0.5,573.7,210.5794132
20354,18,18,1,0.2,0.65,507.34,209.1797385
20355,18,18,1,0.2,0.8,378.5,207.1782092
20356,18,18,1,0.2,1,261.14,211.6383414
20357,18,18,1,0.2,2,91.1,224.0886208
20358,18,18,1,0.3,0.1,583.44,212.1455451
20359,18,18,1,0.3,0.2,620.44,211.405607
20360,18,18,1,0.3,0.3,602.78,207.2783248
20361,18,18,1,0.3,0.4,583.02,207.6166603
20362,18,18,1,0.3,0.5,589.48,210.9046037
20363,18,18,1,0.3,0.65,484.84,207.3106715
20364,18,18,1,0.3,0.8,395.44,210.2568899
20365,18,18,1,0.3,1,281.28,209.6605666
20366,18,18,1,0.3,2,100.48,219.0718344
20367,18,18,1,0.4,0.1,614.16,212.2335406
20368,18,18,1,0.4,0.2,626.16,210.4620473
20369,18,18,1,0.4,0.3,618.74,210.8220423
20370,18,18,1,0.4,0.4,614.92,209.2551388
20371,18,18,1,0.4,0.5,543.1,209.9591598
20372,18,18,1,0.4,0.65,518.28,207.509659
20373,18,18,1,0.4,0.8,418.7,209.546447
20374,18,18,1,0.4,1,304.56,209.6271588
20375,18,18,1,0.4,2,106.44,219.4749291
20376,18,18,1,0.5,0.1,574.88,214.8705701
20377,18,18,1,0.5,0.2,616.3,212.4780647
20378,18,18,1,0.5,0.3,610.78,210.1053007
20379,18,18,1,0.5,0.4,550.84,210.6598586
20380,18,18,1,0.5,0.5,544.98,208.8778895
20381,18,18,1,0.5,0.65,502.92,207.9668236
20382,18,18,1,0.5,0.8,435.32,207.2739734
20383,18,18,1,0.5,1,318.76,207.5792252
20384,18,18,1,0.5,2,117.98,216.1648606
20385,18,18,1,0.6,0.1,535.14,213.8020767
20386,18,18,1,0.6,0.2,633.94,211.594788
20387,18,18,1,0.6,0.3,630.28,211.4544495
20388,18,18,1,0.6,0.4,626.94,208.2146956
20389,18,18,1,0.6,0.5,624.36,209.4139312
20390,18,18,1,0.6,0.65,550.28,209.2154935
20391,18,18,1,0.6,0.8,468.56,208.9505101
20392,18,18,1,0.6,1,343.68,209.4592155
20393,18,18,1,0.6,2,127.92,214.6903699
20394,18,18,1,0.7,0.1,643.92,213.638179
20395,18,18,1,0.7,0.2,625.92,213.3670983
20396,18,18,1,0.7,0.3,648.96,208.1018446
20397,18,18,1,0.7,0.4,615.9,210.0567091
20398,18,18,1,0.7,0.5,580.38,210.0945801
20399,18,18,1,0.7,0.65,559.18,208.2196986
20400,18,18,1,0.7,0.8,487.64,208.3703787
20401,18,18,1,0.7,1,376.82,207.9999134
20402,18,18,1,0.7,2,142.22,216.4974406
20403,18,18,1,0.8,0.1,576.96,211.8462684
20404,18,18,1,0.8,0.2,616.3,212.1256498
20405,18,18,1,0.8,0.3,636.2,209.3428931
20406,18,18,1,0.8,0.4,597.5,212.0540666
20407,18,18,1,0.8,0.5,577.26,208.2542515
20408,18,18,1,0.8,0.65,562.26,206.8076721
20409,18,18,1,0.8,0.8,502.38,207.5809595
20410,18,18,1,0.8,1,397.46,207.993631
20411,18,18,1,0.8,2,153.32,215.6999533
20412,18,18,1,0.9,0.1,645,215.2271547
20413,18,18,1,0.9,0.2,597.48,211.5807453
20414,18,18,1,0.9,0.3,592.8,211.3505358
20415,18,18,1,0.9,0.4,647.54,210.2702743
20416,18,18,1,0.9,0.5,623.08,208.9488862
20417,18,18,1,0.9,0.65,588.94,207.7758995
20418,18,18,1,0.9,0.8,544.6,208.3762081
20419,18,18,1,0.9,1,412.28,208.282295
20420,18,18,1,0.9,2,169,216.0477137
20421,18,18,1,1,0.1,582.46,213.3630337
20422,18,18,1,1,0.2,589.86,211.9403138
20423,18,18,1,1,0.3,614.72,210.4145351
20424,18,18,1,1,0.4,640.48,207.5456046
20425,18,18,1,1,0.5,677.4,208.6766618
20426,18,18,1,1,0.65,563.8,208.8536679
20427,18,18,1,1,0.8,534.38,206.1918942
20428,18,18,1,1,1,432.86,206.8664323
20429,18,18,1,1,2,181.46,216.0785098
20430,18,18,1,1.1,0.1,611.56,211.7563364
20431,18,18,1,1.1,0.2,634.48,214.7978777
20432,18,18,1,1.1,0.3,630.68,210.6690929
20433,18,18,1,1.1,0.4,598.34,209.5687511
20434,18,18,1,1.1,0.5,597.52,208.6562418
20435,18,18,1,1.1,0.65,592.36,210.0149938
20436,18,18,1,1.1,0.8,565.14,208.0694118
20437,18,18,1,1.1,1,448.38,207.4152855
20438,18,18,1,1.1,2,198.08,213.7150615
20439,18,18,1,1.2,0.1,628.66,213.4777723
20440,18,18,1,1.2,0.2,589.52,211.0231845
20441,18,18,1,1.2,0.3,590.24,211.1978407
20442,18,18,1,1.2,0.4,638.52,211.763968
20443,18,18,1,1.2,0.5,650.94,209.1372577
20444,18,18,1,1.2,0.65,618.8,208.2530935
20445,18,18,1,1.2,0.8,577.28,207.1649401
20446,18,18,1,1.2,1,484.58,209.2106573
20447,18,18,1,1.2,2,217.36,213.576439
20448,18,18,1,1.3,0.1,597.32,215.0515581
20449,18,18,1,1.3,0.2,628.64,212.7522967
20450,18,18,1,1.3,0.3,618.24,213.2175336
20451,18,18,1,1.3,0.4,592.02,213.3150544
20452,18,18,1,1.3,0.5,646.38,210.110107
20453,18,18,1,1.3,0.65,589.88,208.6131651
20454,18,18,1,1.3,0.8,568.9,210.0894436
20455,18,18,1,1.3,1,505.44,209.6197842
20456,18,18,1,1.3,2,237.5,212.2681946
20457,18,18,1,1.4,0.1,611.02,214.0360152
20458,18,18,1,1.4,0.2,627.6,211.3472523
20459,18,18,1,1.4,0.3,609.92,211.9890627
20460,18,18,1,1.4,0.4,590.98,210.4293657
20461,18,18,1,1.4,0.5,615,209.3531234
20462,18,18,1,1.4,0.65,609.36,207.4930419
20463,18,18,1,1.4,0.8,583.5,208.0449366
20464,18,18,1,1.4,1,508.46,210.8070205
20465,18,18,1,1.4,2,260.36,212.5731929
20466,18,18,1,1.5,0.1,587.34,214.2956722
20467,18,18,1,1.5,0.2,600.24,210.3805707
20468,18,18,1,1.5,0.3,676.64,211.8005034
20469,18,18,1,1.5,0.4,597.68,210.9544353
20470,18,18,1,1.5,0.5,639.12,209.7509345
20471,18,18,1,1.5,0.65,640.38,209.0655334
20472,18,18,1,1.5,0.8,599.52,210.0310671
20473,18,18,1,1.5,1,528.24,209.7944736
20474,18,18,1,1.5,2,283.04,211.5410823
20475,18,18,1,1.6,0.1,595.02,211.4613068
20476,18,18,1,1.6,0.2,629.92,211.9028522
20477,18,18,1,1.6,0.3,628.56,210.9193658
20478,18,18,1,1.6,0.4,627.44,211.1836007
20479,18,18,1,1.6,0.5,588.1,212.1597763
20480,18,18,1,1.6,0.65,596.32,210.0093271
20481,18,18,1,1.6,0.8,582.08,208.0771803
20482,18,18,1,1.6,1,542.8,207.6480293
20483,18,18,1,1.6,2,309.88,211.1269518
20484,18,18,1,1.7,0.1,579.88,214.6623712
20485,18,18,1,1.7,0.2,659.38,212.2937565
20486,18,18,1,1.7,0.3,656.2,212.2928365
20487,18,18,1,1.7,0.4,588.62,212.4610747
20488,18,18,1,1.7,0.5,605.36,212.843403
20489,18,18,1,1.7,0.65,636.38,211.544852
20490,18,18,1,1.7,0.8,655.26,210.8121394
20491,18,18,1,1.7,1,582.46,209.7210116
20492,18,18,1,1.7,2,331.92,213.4981103
20493,18,18,1,1.8,0.1,611.1,214.3453377
20494,18,18,1,1.8,0.2,619.22,213.3815777
20495,18,18,1,1.8,0.3,647.88,213.0697289
20496,18,18,1,1.8,0.4,595.32,213.1389595
20497,18,18,1,1.8,0.5,636.28,210.7585238
20498,18,18,1,1.8,0.65,594.7,211.2140476
20499,18,18,1,1.8,0.8,600.8,209.7372131
20500,18,18,1,1.8,1,597.7,208.5774406
20501,18,18,1,1.8,2,362.32,209.0315582
20502,18,18,1,1.9,0.1,586.1,212.8332452
20503,18,18,1,1.9,0.2,607.24,213.5139802
20504,18,18,1,1.9,0.3,625.2,213.2790573
20505,18,18,1,1.9,0.4,664.58,212.6765947
20506,18,18,1,1.9,0.5,607.6,210.1433649
20507,18,18,1,1.9,0.65,649.42,207.2075551
20508,18,18,1,1.9,0.8,664.56,208.4534696
20509,18,18,1,1.9,1,624.3,210.9347428
20510,18,18,1,1.9,2,389.8,210.3814711
20511,18,18,1,2,0.1,609.5,212.8763816
20512,18,18,1,2,0.2,576.26,215.0024269
20513,18,18,1,2,0.3,638.38,213.9008647
20514,18,18,1,2,0.4,694.02,210.5542113
20515,18,18,1,2,0.5,644.4,211.1408209
20516,18,18,1,2,0.65,600.5,211.340277
20517,18,18,1,2,0.8,614.4,210.8834094
20518,18,18,1,2,1,592.72,211.1258337
20519,18,18,1,2,2,419.4,209.7474468
20520,18,18,2,0.1,0.1,531.14,211.0899418
20521,18,18,2,0.1,0.2,540.28,207.2813032
20522,18,18,2,0.1,0.3,567.56,207.2621755
20523,18,18,2,0.1,0.4,468.64,207.6242336
20524,18,18,2,0.1,0.5,396.08,207.4291106
20525,18,18,2,0.1,0.65,281.38,211.0623078
20526,18,18,2,0.1,0.8,201.64,210.5033843
20527,18,18,2,0.1,1,138.1,213.4181463
20528,18,18,2,0.1,2,62.26,228.5300822
20529,18,18,2,0.2,0.1,541.96,207.4778127
20530,18,18,2,0.2,0.2,508.42,209.0486519
20531,18,18,2,0.2,0.3,522.26,208.2586273
20532,18,18,2,0.2,0.4,483.46,208.8133852
20533,18,18,2,0.2,0.5,399.28,208.4010209
20534,18,18,2,0.2,0.65,296.44,209.2631996
20535,18,18,2,0.2,0.8,215.98,211.2937181
20536,18,18,2,0.2,1,148.96,215.7318247
20537,18,18,2,0.2,2,65.64,223.9096831
20538,18,18,2,0.3,0.1,570.58,211.0052236
20539,18,18,2,0.3,0.2,563.42,209.3449006
20540,18,18,2,0.3,0.3,509.48,207.9152658
20541,18,18,2,0.3,0.4,490.8,207.9143525
20542,18,18,2,0.3,0.5,400.36,207.6882185
20543,18,18,2,0.3,0.65,307.6,211.3378226
20544,18,18,2,0.3,0.8,231.28,211.9901298
20545,18,18,2,0.3,1,162.06,210.7783248
20546,18,18,2,0.3,2,73.92,223.1662649
20547,18,18,2,0.4,0.1,617.84,207.4316755
20548,18,18,2,0.4,0.2,599.72,207.1186619
20549,18,18,2,0.4,0.3,529.5,206.6565404
20550,18,18,2,0.4,0.4,508.36,206.3771719
20551,18,18,2,0.4,0.5,427.6,208.6059776
20552,18,18,2,0.4,0.65,320.7,210.0085643
20553,18,18,2,0.4,0.8,250.6,210.8204361
20554,18,18,2,0.4,1,177.38,211.0782788
20555,18,18,2,0.4,2,78.2,222.9083184
20556,18,18,2,0.5,0.1,574.52,209.3233748
20557,18,18,2,0.5,0.2,552.9,210.0509115
20558,18,18,2,0.5,0.3,551.34,204.7551118
20559,18,18,2,0.5,0.4,486.32,208.146139
20560,18,18,2,0.5,0.5,431.58,208.4798743
20561,18,18,2,0.5,0.65,347.22,211.9157431
20562,18,18,2,0.5,0.8,264.18,211.1668168
20563,18,18,2,0.5,1,191.42,211.5587645
20564,18,18,2,0.5,2,87.92,223.1038902
20565,18,18,2,0.6,0.1,606.72,209.5430448
20566,18,18,2,0.6,0.2,560.3,208.117387
20567,18,18,2,0.6,0.3,499.3,208.9373162
20568,18,18,2,0.6,0.4,541.9,209.3161873
20569,18,18,2,0.6,0.5,461,207.6145077
20570,18,18,2,0.6,0.65,360.48,210.379414
20571,18,18,2,0.6,0.8,282.32,209.4905126
20572,18,18,2,0.6,1,206.72,213.4064142
20573,18,18,2,0.6,2,92.3,222.0180244
20574,18,18,2,0.7,0.1,566.16,211.0608149
20575,18,18,2,0.7,0.2,589.34,209.0766242
20576,18,18,2,0.7,0.3,522.74,208.7591337
20577,18,18,2,0.7,0.4,526.5,206.7326697
20578,18,18,2,0.7,0.5,483.42,207.0595511
20579,18,18,2,0.7,0.65,376.6,210.0809435
20580,18,18,2,0.7,0.8,300.04,209.4826777
20581,18,18,2,0.7,1,222.64,210.8261272
20582,18,18,2,0.7,2,103.82,221.1432464
20583,18,18,2,0.8,0.1,597.18,209.8379049
20584,18,18,2,0.8,0.2,527.92,208.5845657
20585,18,18,2,0.8,0.3,556.46,208.4034746
20586,18,18,2,0.8,0.4,526.76,209.8919198
20587,18,18,2,0.8,0.5,487.52,208.4384356
20588,18,18,2,0.8,0.65,403.26,208.3073043
20589,18,18,2,0.8,0.8,320.86,209.7850494
20590,18,18,2,0.8,1,241.62,212.6540681
20591,18,18,2,0.8,2,114,221.4613559
20592,18,18,2,0.9,0.1,586.68,209.6385736
20593,18,18,2,0.9,0.2,562.72,208.09192
20594,18,18,2,0.9,0.3,551.62,207.9305486
20595,18,18,2,0.9,0.4,539.28,207.8688648
20596,18,18,2,0.9,0.5,482.4,208.6047938
20597,18,18,2,0.9,0.65,421.88,208.1607546
20598,18,18,2,0.9,0.8,339.26,208.1565117
20599,18,18,2,0.9,1,256.02,212.2470606
20600,18,18,2,0.9,2,120.38,219.1282386
20601,18,18,2,1,0.1,631.3,206.7865924
20602,18,18,2,1,0.2,563.06,209.3111505
20603,18,18,2,1,0.3,572.42,209.1113398
20604,18,18,2,1,0.4,551.64,206.9463237
20605,18,18,2,1,0.5,531.62,208.9133835
20606,18,18,2,1,0.65,444.84,207.8220692
20607,18,18,2,1,0.8,358.5,209.396708
20608,18,18,2,1,1,287.72,210.5560337
20609,18,18,2,1,2,132.08,219.157655
20610,18,18,2,1.1,0.1,561.76,212.4647312
20611,18,18,2,1.1,0.2,586.6,208.1606597
20612,18,18,2,1.1,0.3,572.34,208.8666184
20613,18,18,2,1.1,0.4,522.98,207.2222725
20614,18,18,2,1.1,0.5,496.46,208.5088337
20615,18,18,2,1.1,0.65,432.36,208.1330733
20616,18,18,2,1.1,0.8,381,205.3463658
20617,18,18,2,1.1,1,302.64,206.9621388
20618,18,18,2,1.1,2,146.58,218.0591729
20619,18,18,2,1.2,0.1,565.34,209.6648848
20620,18,18,2,1.2,0.2,604.06,209.0636527
20621,18,18,2,1.2,0.3,610.74,206.0276893
20622,18,18,2,1.2,0.4,557.68,208.2203359
20623,18,18,2,1.2,0.5,510.44,209.115999
20624,18,18,2,1.2,0.65,471.4,206.5205567
20625,18,18,2,1.2,0.8,392.6,207.5614094
20626,18,18,2,1.2,1,329.28,209.5261788
20627,18,18,2,1.2,2,160.76,215.9201399
20628,18,18,2,1.3,0.1,655.46,207.9149674
20629,18,18,2,1.3,0.2,580.46,207.6329194
20630,18,18,2,1.3,0.3,580.7,209.3593115
20631,18,18,2,1.3,0.4,558.62,209.2330849
20632,18,18,2,1.3,0.5,547.58,207.3084795
20633,18,18,2,1.3,0.65,500.98,208.5005493
20634,18,18,2,1.3,0.8,424.62,207.7585854
20635,18,18,2,1.3,1,345.5,212.0530652
20636,18,18,2,1.3,2,172.68,216.016005
20637,18,18,2,1.4,0.1,642.44,208.4672472
20638,18,18,2,1.4,0.2,598.14,208.7037621
20639,18,18,2,1.4,0.3,566.48,209.9560329
20640,18,18,2,1.4,0.4,530.78,212.2180199
20641,18,18,2,1.4,0.5,531.76,210.2844744
20642,18,18,2,1.4,0.65,498.42,209.256065
20643,18,18,2,1.4,0.8,455.48,208.905897
20644,18,18,2,1.4,1,363.28,209.6426009
20645,18,18,2,1.4,2,192.64,215.498893
20646,18,18,2,1.5,0.1,565,206.7373784
20647,18,18,2,1.5,0.2,588,208.1966269
20648,18,18,2,1.5,0.3,610.44,207.6911976
20649,18,18,2,1.5,0.4,574.38,207.9040591
20650,18,18,2,1.5,0.5,509.68,209.8568388
20651,18,18,2,1.5,0.65,496.98,210.9052573
20652,18,18,2,1.5,0.8,464.8,208.8578939
20653,18,18,2,1.5,1,384.96,209.0029764
20654,18,18,2,1.5,2,207.38,212.5361625
20655,18,18,2,1.6,0.1,628.96,209.0561336
20656,18,18,2,1.6,0.2,566.12,208.9089453
20657,18,18,2,1.6,0.3,613.92,209.8551078
20658,18,18,2,1.6,0.4,602.54,206.3961281
20659,18,18,2,1.6,0.5,590.54,210.4492826
20660,18,18,2,1.6,0.65,513.38,206.6846605
20661,18,18,2,1.6,0.8,485.3,205.7219446
20662,18,18,2,1.6,1,420.16,209.6417229
20663,18,18,2,1.6,2,224.82,212.5836985
20664,18,18,2,1.7,0.1,621.42,208.7228424
20665,18,18,2,1.7,0.2,588.1,209.2502817
20666,18,18,2,1.7,0.3,606.58,208.0122096
20667,18,18,2,1.7,0.4,575.68,209.9826695
20668,18,18,2,1.7,0.5,573.12,206.9550218
20669,18,18,2,1.7,0.65,541.1,210.8462245
20670,18,18,2,1.7,0.8,502.58,208.4241841
20671,18,18,2,1.7,1,439,210.6919063
20672,18,18,2,1.7,2,245.52,209.8331549
20673,18,18,2,1.8,0.1,638.34,209.4743681
20674,18,18,2,1.8,0.2,618.36,209.4276729
20675,18,18,2,1.8,0.3,617.68,208.3186649
20676,18,18,2,1.8,0.4,596.7,207.1775285
20677,18,18,2,1.8,0.5,566.44,208.4850827
20678,18,18,2,1.8,0.65,571.4,209.5747114
20679,18,18,2,1.8,0.8,508.66,208.6118843
20680,18,18,2,1.8,1,475.18,207.3111698
20681,18,18,2,1.8,2,273.26,212.1995166
20682,18,18,2,1.9,0.1,591.98,207.8402308
20683,18,18,2,1.9,0.2,643.02,209.4197342
20684,18,18,2,1.9,0.3,553.5,209.7358469
20685,18,18,2,1.9,0.4,619.92,208.4113956
20686,18,18,2,1.9,0.5,546.92,207.6094369
20687,18,18,2,1.9,0.65,561.76,210.0964318
20688,18,18,2,1.9,0.8,545.86,208.2162157
20689,18,18,2,1.9,1,489.38,210.1898954
20690,18,18,2,1.9,2,298.28,210.2474318
20691,18,18,2,2,0.1,593.58,208.771078
20692,18,18,2,2,0.2,604.04,210.7048805
20693,18,18,2,2,0.3,600.94,210.0776864
20694,18,18,2,2,0.4,594.94,210.2235574
20695,18,18,2,2,0.5,572.34,210.0466971
20696,18,18,2,2,0.65,598.58,208.7760084
20697,18,18,2,2,0.8,546.02,209.5962542
20698,18,18,2,2,1,507.74,210.1437378
20699,18,18,2,2,2,319.14,210.4138456
20700,18,24,0.01,0.1,0.1,713.66,214.2169673
20701,18,24,0.01,0.1,0.2,730.56,214.837342
20702,18,24,0.01,0.1,0.3,753.96,215.2401974
20703,18,24,0.01,0.1,0.4,830.82,212.218944
20704,18,24,0.01,0.1,0.5,841.38,212.9417096
20705,18,24,0.01,0.1,0.65,799.62,214.200938
20706,18,24,0.01,0.1,0.8,743.68,214.4919546
20707,18,24,0.01,0.1,1,807.76,214.657689
20708,18,24,0.01,0.1,2,588.7,209.1430376
20709,18,24,0.01,0.2,0.1,723.06,215.2197652
20710,18,24,0.01,0.2,0.2,753.9,215.372084
20711,18,24,0.01,0.2,0.3,771.42,212.2360357
20712,18,24,0.01,0.2,0.4,808.02,212.0572037
20713,18,24,0.01,0.2,0.5,777.74,213.374555
20714,18,24,0.01,0.2,0.65,821.36,213.3297697
20715,18,24,0.01,0.2,0.8,744.08,215.4030096
20716,18,24,0.01,0.2,1,753.24,212.7965193
20717,18,24,0.01,0.2,2,632.74,209.7106199
20718,18,24,0.01,0.3,0.1,785.18,213.5618681
20719,18,24,0.01,0.3,0.2,742.76,216.1173118
20720,18,24,0.01,0.3,0.3,803.24,214.2874508
20721,18,24,0.01,0.3,0.4,750.46,213.4144499
20722,18,24,0.01,0.3,0.5,699.88,214.7626074
20723,18,24,0.01,0.3,0.65,732.8,213.0714239
20724,18,24,0.01,0.3,0.8,788.88,211.3589376
20725,18,24,0.01,0.3,1,779.2,213.0503103
20726,18,24,0.01,0.3,2,661.94,208.7231638
20727,18,24,0.01,0.4,0.1,730.7,212.9340591
20728,18,24,0.01,0.4,0.2,774.62,212.936352
20729,18,24,0.01,0.4,0.3,762.34,213.8447575
20730,18,24,0.01,0.4,0.4,791.82,215.5632617
20731,18,24,0.01,0.4,0.5,710.84,217.1815012
20732,18,24,0.01,0.4,0.65,748.2,213.3956313
20733,18,24,0.01,0.4,0.8,766.52,214.9847772
20734,18,24,0.01,0.4,1,702.28,212.4573627
20735,18,24,0.01,0.4,2,704.74,207.2605849
20736,18,24,0.01,0.5,0.1,793.46,215.1812209
20737,18,24,0.01,0.5,0.2,781.78,215.699436
20738,18,24,0.01,0.5,0.3,806.26,213.3569541
20739,18,24,0.01,0.5,0.4,772.28,214.2490726
20740,18,24,0.01,0.5,0.5,827.1,214.4088541
20741,18,24,0.01,0.5,0.65,749.96,212.5688279
20742,18,24,0.01,0.5,0.8,717.62,213.7810153
20743,18,24,0.01,0.5,1,777.36,213.6292613
20744,18,24,0.01,0.5,2,715.36,211.7579609
20745,18,24,0.01,0.6,0.1,760.9,215.7986816
20746,18,24,0.01,0.6,0.2,718.78,216.6637784
20747,18,24,0.01,0.6,0.3,773.14,214.5653013
20748,18,24,0.01,0.6,0.4,783.14,212.8795892
20749,18,24,0.01,0.6,0.5,732.7,215.4441859
20750,18,24,0.01,0.6,0.65,740.34,213.1345837
20751,18,24,0.01,0.6,0.8,762.26,214.7466412
20752,18,24,0.01,0.6,1,794.76,214.1981609
20753,18,24,0.01,0.6,2,758.14,207.2123181
20754,18,24,0.01,0.7,0.1,779.4,212.2393131
20755,18,24,0.01,0.7,0.2,769.68,213.3230683
20756,18,24,0.01,0.7,0.3,763.38,214.5181071
20757,18,24,0.01,0.7,0.4,698.7,215.1761495
20758,18,24,0.01,0.7,0.5,753.28,215.0257813
20759,18,24,0.01,0.7,0.65,805.34,212.9352449
20760,18,24,0.01,0.7,0.8,816.2,214.0889602
20761,18,24,0.01,0.7,1,754.58,213.9995496
20762,18,24,0.01,0.7,2,768.96,210.1503172
20763,18,24,0.01,0.8,0.1,764.54,213.618936
20764,18,24,0.01,0.8,0.2,782.96,215.223501
20765,18,24,0.01,0.8,0.3,756.32,214.1230636
20766,18,24,0.01,0.8,0.4,715.84,215.6180787
20767,18,24,0.01,0.8,0.5,832.92,213.5057792
20768,18,24,0.01,0.8,0.65,747.08,212.9163504
20769,18,24,0.01,0.8,0.8,767.66,214.5828384
20770,18,24,0.01,0.8,1,729.26,211.5677928
20771,18,24,0.01,0.8,2,776.1,212.2065156
20772,18,24,0.01,0.9,0.1,826.82,216.4898545
20773,18,24,0.01,0.9,0.2,730.04,213.4940552
20774,18,24,0.01,0.9,0.3,787.22,214.1099436
20775,18,24,0.01,0.9,0.4,783.02,212.3428424
20776,18,24,0.01,0.9,0.5,867.94,214.7335782
20777,18,24,0.01,0.9,0.65,786.06,213.5639366
20778,18,24,0.01,0.9,0.8,768.74,211.8941677
20779,18,24,0.01,0.9,1,731.22,216.9008181
20780,18,24,0.01,0.9,2,815.78,210.3592205
20781,18,24,0.01,1,0.1,847.16,213.3579975
20782,18,24,0.01,1,0.2,784.8,214.1141269
20783,18,24,0.01,1,0.3,818.66,214.5867722
20784,18,24,0.01,1,0.4,807.88,214.6951607
20785,18,24,0.01,1,0.5,816.8,212.5984579
20786,18,24,0.01,1,0.65,764.16,213.3495958
20787,18,24,0.01,1,0.8,793.02,212.9223947
20788,18,24,0.01,1,1,859.2,213.5435112
20789,18,24,0.01,1,2,765.58,210.283875
20790,18,24,0.01,1.1,0.1,851.14,214.6093387
20791,18,24,0.01,1.1,0.2,757.26,215.3498042
20792,18,24,0.01,1.1,0.3,792.6,212.0961012
20793,18,24,0.01,1.1,0.4,765.06,216.0393289
20794,18,24,0.01,1.1,0.5,744.88,213.7260607
20795,18,24,0.01,1.1,0.65,783.22,213.8820271
20796,18,24,0.01,1.1,0.8,818.02,215.2685446
20797,18,24,0.01,1.1,1,758.44,211.3638233
20798,18,24,0.01,1.1,2,803.82,212.9438541
20799,18,24,0.01,1.2,0.1,756.88,215.0907221
20800,18,24,0.01,1.2,0.2,713.1,215.2985922
20801,18,24,0.01,1.2,0.3,841.16,215.8577042
20802,18,24,0.01,1.2,0.4,707.92,213.8363415
20803,18,24,0.01,1.2,0.5,796.72,214.2632394
20804,18,24,0.01,1.2,0.65,845.62,211.5118117
20805,18,24,0.01,1.2,0.8,845.48,215.2660238
20806,18,24,0.01,1.2,1,699.92,214.4056926
20807,18,24,0.01,1.2,2,795.2,213.9463836
20808,18,24,0.01,1.3,0.1,761.08,216.8212995
20809,18,24,0.01,1.3,0.2,794.74,213.8745251
20810,18,24,0.01,1.3,0.3,770.02,213.5115015
20811,18,24,0.01,1.3,0.4,766.64,212.6627702
20812,18,24,0.01,1.3,0.5,780.54,212.174118
20813,18,24,0.01,1.3,0.65,802.02,214.9072628
20814,18,24,0.01,1.3,0.8,721.58,215.2735631
20815,18,24,0.01,1.3,1,718.82,214.6267322
20816,18,24,0.01,1.3,2,718.58,213.8522494
20817,18,24,0.01,1.4,0.1,843.54,215.6048611
20818,18,24,0.01,1.4,0.2,729.94,212.1265699
20819,18,24,0.01,1.4,0.3,737.82,214.693164
20820,18,24,0.01,1.4,0.4,773.56,214.0122126
20821,18,24,0.01,1.4,0.5,738.74,213.8016373
20822,18,24,0.01,1.4,0.65,786.28,212.4585261
20823,18,24,0.01,1.4,0.8,749.54,213.7602807
20824,18,24,0.01,1.4,1,855.08,212.9184745
20825,18,24,0.01,1.4,2,759.36,212.776639
20826,18,24,0.01,1.5,0.1,791.36,216.3076365
20827,18,24,0.01,1.5,0.2,709.62,214.1576904
20828,18,24,0.01,1.5,0.3,768.26,214.3969925
20829,18,24,0.01,1.5,0.4,804.9,215.8058623
20830,18,24,0.01,1.5,0.5,773.58,213.2113943
20831,18,24,0.01,1.5,0.65,813.98,213.2074361
20832,18,24,0.01,1.5,0.8,823.44,214.490543
20833,18,24,0.01,1.5,1,745.78,214.6455345
20834,18,24,0.01,1.5,2,828.44,212.4051058
20835,18,24,0.01,1.6,0.1,791.12,215.3635683
20836,18,24,0.01,1.6,0.2,767.72,215.3467173
20837,18,24,0.01,1.6,0.3,779.56,214.6133179
20838,18,24,0.01,1.6,0.4,793.76,212.2879291
20839,18,24,0.01,1.6,0.5,778.38,212.6603416
20840,18,24,0.01,1.6,0.65,795.52,214.9708517
20841,18,24,0.01,1.6,0.8,774.66,213.0124731
20842,18,24,0.01,1.6,1,754.06,213.2094254
20843,18,24,0.01,1.6,2,852.5,211.9760613
20844,18,24,0.01,1.7,0.1,799.92,213.6405988
20845,18,24,0.01,1.7,0.2,809.48,214.7806266
20846,18,24,0.01,1.7,0.3,711.34,215.3006994
20847,18,24,0.01,1.7,0.4,809.72,212.4433654
20848,18,24,0.01,1.7,0.5,763.64,214.4339001
20849,18,24,0.01,1.7,0.65,824.84,213.7369222
20850,18,24,0.01,1.7,0.8,814.74,215.3932051
20851,18,24,0.01,1.7,1,734.52,213.8987527
20852,18,24,0.01,1.7,2,781.1,214.7648916
20853,18,24,0.01,1.8,0.1,795.82,213.6810889
20854,18,24,0.01,1.8,0.2,807.1,213.7496056
20855,18,24,0.01,1.8,0.3,778.74,214.7326276
20856,18,24,0.01,1.8,0.4,786.74,212.8571623
20857,18,24,0.01,1.8,0.5,772.46,212.4202517
20858,18,24,0.01,1.8,0.65,747.38,215.0402816
20859,18,24,0.01,1.8,0.8,814.16,211.9358837
20860,18,24,0.01,1.8,1,771.3,213.3075848
