,L,max_stay_counter,m,n,quench,struc_count,ITC
86232,60,36,2,0.2,0.4,1600.64,202.1282917
86233,60,36,2,0.2,0.5,1206.4,201.2328672
86234,60,36,2,0.2,0.65,797.32,202.6566733
86235,60,36,2,0.2,0.8,555.14,206.5619391
86236,60,36,2,0.2,1,408.8,206.8127476
86237,60,36,2,0.2,2,206.26,216.7254174
86238,60,36,2,0.3,0.1,2627.98,199.8631811
86239,60,36,2,0.3,0.2,2356.24,199.9676304
86240,60,36,2,0.3,0.3,2045.64,201.3330851
86241,60,36,2,0.3,0.4,1635.98,201.0206105
86242,60,36,2,0.3,0.5,1249.7,201.9161753
86243,60,36,2,0.3,0.65,846.54,204.2394087
86244,60,36,2,0.3,0.8,601.42,205.0792589
86245,60,36,2,0.3,1,441.46,207.9066945
86246,60,36,2,0.3,2,232.56,214.7560891
86247,60,36,2,0.4,0.1,2899.98,199.5548518
86248,60,36,2,0.4,0.2,2317.84,201.1207077
86249,60,36,2,0.4,0.3,2015.5,200.9165667
86250,60,36,2,0.4,0.4,1692.56,200.3920401
86251,60,36,2,0.4,0.5,1332.68,202.4939683
86252,60,36,2,0.4,0.65,911.54,203.5481762
86253,60,36,2,0.4,0.8,642.66,205.0844463
86254,60,36,2,0.4,1,478.14,207.8200305
86255,60,36,2,0.4,2,244.68,214.959384
86256,60,36,2,0.5,0.1,2877.42,199.6550053
86257,60,36,2,0.5,0.2,2329.54,200.4884727
86258,60,36,2,0.5,0.3,2122.74,200.9184759
86259,60,36,2,0.5,0.4,1789.1,201.8626947
86260,60,36,2,0.5,0.5,1365.46,201.2378878
86261,60,36,2,0.5,0.65,966.88,204.4497671
86262,60,36,2,0.5,0.8,691.42,205.3761585
86263,60,36,2,0.5,1,517.94,207.6235969
86264,60,36,2,0.5,2,273.38,211.3854508
86265,60,36,2,0.6,0.1,2705.76,200.2835561
86266,60,36,2,0.6,0.2,2338.34,200.5924345
86267,60,36,2,0.6,0.3,2130.06,200.6001882
86268,60,36,2,0.6,0.4,1798.58,200.4961287
86269,60,36,2,0.6,0.5,1490.16,201.4448012
86270,60,36,2,0.6,0.65,1034.46,202.9139201
86271,60,36,2,0.6,0.8,754.24,203.6579383
86272,60,36,2,0.6,1,555.14,209.1333789
86273,60,36,2,0.6,2,288.16,211.6474917
86274,60,36,2,0.7,0.1,2790.76,200.3840689
86275,60,36,2,0.7,0.2,2390.48,200.4974671
86276,60,36,2,0.7,0.3,2132.2,200.49218
86277,60,36,2,0.7,0.4,1854.74,200.759348
86278,60,36,2,0.7,0.5,1488.32,201.9693569
86279,60,36,2,0.7,0.65,1082.42,202.918338
86280,60,36,2,0.7,0.8,817.74,203.9139504
86281,60,36,2,0.7,1,604.64,204.5977562
86282,60,36,2,0.7,2,320.38,210.1870322
86283,60,36,2,0.8,0.1,2719.54,199.6547327
86284,60,36,2,0.8,0.2,2421.42,199.7592275
86285,60,36,2,0.8,0.3,2181.26,200.2801606
86286,60,36,2,0.8,0.4,1867.84,200.1798831
86287,60,36,2,0.8,0.5,1590.46,200.3880053
86288,60,36,2,0.8,0.65,1178.56,202.272524
86289,60,36,2,0.8,0.8,875.76,202.9794061
86290,60,36,2,0.8,1,647,206.5707687
86291,60,36,2,0.8,2,350.84,210.291095
86292,60,36,2,0.9,0.1,2769.8,200.1795237
86293,60,36,2,0.9,0.2,2410.78,199.7632365
86294,60,36,2,0.9,0.3,2207.26,200.5018571
86295,60,36,2,0.9,0.4,1989.06,201.8116833
86296,60,36,2,0.9,0.5,1642.2,200.8122171
86297,60,36,2,0.9,0.65,1240.28,202.1831703
86298,60,36,2,0.9,0.8,942.06,205.0875318
86299,60,36,2,0.9,1,699.66,205.4416912
86300,60,36,2,0.9,2,372.28,209.454443
86301,60,36,2,1,0.1,2867.46,199.3425578
86302,60,36,2,1,0.2,2400.68,200.2837832
86303,60,36,2,1,0.3,2239.24,199.8634042
86304,60,36,2,1,0.4,1965.06,200.6547712
86305,60,36,2,1,0.5,1732.2,200.1799732
86306,60,36,2,1,0.65,1310.44,202.3403782
86307,60,36,2,1,0.8,1001.56,202.7110815
86308,60,36,2,1,1,763.44,206.3933673
86309,60,36,2,1,2,405.74,207.2658787
86310,60,36,2,1.1,0.1,2905.04,199.5507336
86311,60,36,2,1.1,0.2,2454.4,199.7630805
86312,60,36,2,1.1,0.3,2151.82,200.3883626
86313,60,36,2,1.1,0.4,2008.16,201.1835787
86314,60,36,2,1.1,0.5,1810.26,201.2328944
86315,60,36,2,1.1,0.65,1404.66,201.1833895
86316,60,36,2,1.1,0.8,1072,202.4495999
86317,60,36,2,1.1,1,810.36,204.2958272
86318,60,36,2,1.1,2,436.22,209.0121213
86319,60,36,2,1.2,0.1,2874.4,199.5510476
86320,60,36,2,1.2,0.2,2645.7,200.9218917
86321,60,36,2,1.2,0.3,2419.12,200.1798824
86322,60,36,2,1.2,0.4,2130.3,201.1341287
86323,60,36,2,1.2,0.5,1892.52,200.2839276
86324,60,36,2,1.2,0.65,1474.18,201.3878119
86325,60,36,2,1.2,0.8,1168.2,201.8120494
86326,60,36,2,1.2,1,888.44,204.1840202
86327,60,36,2,1.2,2,479.06,210.5748035
86328,60,36,2,1.3,0.1,2953.2,199.6547368
86329,60,36,2,1.3,0.2,2644.26,200.5999414
86330,60,36,2,1.3,0.3,2262.38,199.8636273
86331,60,36,2,1.3,0.4,2173.26,199.8633133
86332,60,36,2,1.3,0.5,1940.68,201.1246944
86333,60,36,2,1.3,0.65,1568.42,201.1794191
86334,60,36,2,1.3,0.8,1264.24,201.1795019
86335,60,36,2,1.3,1,964.56,203.0236869
86336,60,36,2,1.3,2,523.86,205.7723945
86337,60,36,2,1.4,0.1,2889.48,199.9672711
86338,60,36,2,1.4,0.2,2655.12,199.5510971
86339,60,36,2,1.4,0.3,2274.64,200.488167
86340,60,36,2,1.4,0.4,2286.34,200.179717
86341,60,36,2,1.4,0.5,1979.42,200.8164207
86342,60,36,2,1.4,0.65,1666.52,200.0757335
86343,60,36,2,1.4,0.8,1312.6,201.970597
86344,60,36,2,1.4,1,1042.72,202.666187
86345,60,36,2,1.4,2,573.62,207.3397671
86346,60,36,2,1.5,0.1,2908.82,200.0791465
86347,60,36,2,1.5,0.2,2514.82,199.971371
86348,60,36,2,1.5,0.3,2517.74,199.9676718
86349,60,36,2,1.5,0.4,2293.96,200.279983
86350,60,36,2,1.5,0.5,2091.88,200.1801509
86351,60,36,2,1.5,0.65,1716.3,200.8124523
86352,60,36,2,1.5,0.8,1440.46,201.7621568
86353,60,36,2,1.5,1,1136.56,203.8655962
86354,60,36,2,1.5,2,622.48,207.5302526
86355,60,36,2,1.6,0.1,2993.38,199.9713933
86356,60,36,2,1.6,0.2,2723.58,199.5548518
86357,60,36,2,1.6,0.3,2612.28,200.2799871
86358,60,36,2,1.6,0.4,2251.08,200.4922255
86359,60,36,2,1.6,0.5,2140.3,200.7045446
86360,60,36,2,1.6,0.65,1835.04,200.1796559
86361,60,36,2,1.6,0.8,1492.56,202.2855402
86362,60,36,2,1.6,1,1212.9,201.3368033
86363,60,36,2,1.6,2,673.46,207.6842427
86364,60,36,2,1.7,0.1,2956.72,200.1794702
86365,60,36,2,1.7,0.2,2823.68,199.5509113
86366,60,36,2,1.7,0.3,2503.42,199.6552779
86367,60,36,2,1.7,0.4,2385.54,199.8636232
86368,60,36,2,1.7,0.5,2216.28,200.3921391
86369,60,36,2,1.7,0.65,1882.44,200.4919983
86370,60,36,2,1.7,0.8,1581.86,201.7535224
86371,60,36,2,1.7,1,1305.44,202.6086635
86372,60,36,2,1.7,2,730.68,206.3415294
86373,60,36,2,1.8,0.1,2938.16,200.1887866
86374,60,36,2,1.8,0.2,2858.2,199.7592688
86375,60,36,2,1.8,0.3,2604.5,200.2837045
86376,60,36,2,1.8,0.4,2386.66,199.3428304
86377,60,36,2,1.8,0.5,2235.4,199.9714577
86378,60,36,2,1.8,0.65,2001.48,200.6001983
86379,60,36,2,1.8,0.8,1678.92,201.4465593
86380,60,36,2,1.8,1,1375.22,203.4991378
86381,60,36,2,1.8,2,785.12,205.4209946
86382,60,36,2,1.9,0.1,2979.36,200.0712288
86383,60,36,2,1.9,0.2,2873.78,200.0754751
86384,60,36,2,1.9,0.3,2601.44,199.9676759
86385,60,36,2,1.9,0.4,2425.54,199.8635445
86386,60,36,2,1.9,0.5,2324.06,200.3917398
86387,60,36,2,1.9,0.65,2095.82,200.3878847
86388,60,36,2,1.9,0.8,1787.06,200.7082207
86389,60,36,2,1.9,1,1490.34,200.6020486
86390,60,36,2,1.9,2,865.8,206.0266622
86391,60,36,2,2,0.1,3058.64,199.7592234
86392,60,36,2,2,0.2,2896.64,200.0755206
86393,60,36,2,2,0.3,2693.9,200.1797054
86394,60,36,2,2,0.4,2603.74,199.6554555
86395,60,36,2,2,0.5,2337.6,199.6552779
86396,60,36,2,2,0.65,2150.36,200.7613515
86397,60,36,2,2,0.8,1943.72,200.1835639
86398,60,36,2,2,1,1604.08,200.9219547
86399,60,36,2,2,2,939.54,205.5062809
86400,60,42,0.01,0.1,0.1,3649.92,203.4592511
86401,60,42,0.01,0.1,0.2,3608.58,203.661887
86402,60,42,0.01,0.1,0.3,3609.78,203.2415385
86403,60,42,0.01,0.1,0.4,3980.4,202.6013052
86404,60,42,0.01,0.1,0.5,3654.54,203.4423438
86405,60,42,0.01,0.1,0.65,3583.4,202.4121391
86406,60,42,0.01,0.1,0.8,3697.4,202.9310701
86407,60,42,0.01,0.1,1,3760.04,201.7569375
86408,60,42,0.01,0.1,2,1743.76,201.9693671
86409,60,42,0.01,0.2,0.1,3708.58,204.2944298
86410,60,42,0.01,0.2,0.2,3612.18,204.1123739
86411,60,42,0.01,0.2,0.3,3786.6,203.0239575
86412,60,42,0.01,0.2,0.4,3758.4,203.552268
86413,60,42,0.01,0.2,0.5,3624.2,203.8796118
86414,60,42,0.01,0.2,0.65,3846.68,202.1981413
86415,60,42,0.01,0.2,0.8,3848.64,203.7714138
86416,60,42,0.01,0.2,1,3561.62,203.1299099
86417,60,42,0.01,0.2,2,1896.72,200.6059573
86418,60,42,0.01,0.3,0.1,3761.44,202.9291771
86419,60,42,0.01,0.3,0.2,3609.82,203.6077256
86420,60,42,0.01,0.3,0.3,3476.1,204.4174671
86421,60,42,0.01,0.3,0.4,3686.58,201.93935
86422,60,42,0.01,0.3,0.5,3617.84,203.7016659
86423,60,42,0.01,0.3,0.65,3668.38,204.1918382
86424,60,42,0.01,0.3,0.8,3623.72,203.966749
86425,60,42,0.01,0.3,1,3461.22,202.9830246
86426,60,42,0.01,0.3,2,2042.46,203.7511104
86427,60,42,0.01,0.4,0.1,3742.46,202.830577
86428,60,42,0.01,0.4,0.2,3537.18,203.7323712
86429,60,42,0.01,0.4,0.3,3509.02,204.1864549
86430,60,42,0.01,0.4,0.4,3450.02,203.563476
86431,60,42,0.01,0.4,0.5,3478.96,203.879567
86432,60,42,0.01,0.4,0.65,3818.02,202.9309406
86433,60,42,0.01,0.4,0.8,3726.82,203.4479143
86434,60,42,0.01,0.4,1,3625.22,203.0313911
86435,60,42,0.01,0.4,2,2236.96,200.9124302
86436,60,42,0.01,0.5,0.1,3466.84,204.664411
86437,60,42,0.01,0.5,0.2,3645.3,203.9416183
86438,60,42,0.01,0.5,0.3,3626.86,202.4938055
86439,60,42,0.01,0.5,0.4,3571.04,203.872189
86440,60,42,0.01,0.5,0.5,3814.94,204.0423108
86441,60,42,0.01,0.5,0.65,3557.64,203.3549944
86442,60,42,0.01,0.5,0.8,3743,202.5237311
86443,60,42,0.01,0.5,1,3710.06,202.1774168
86444,60,42,0.01,0.5,2,2401.98,201.3478893
86445,60,42,0.01,0.6,0.1,3519,203.9135545
86446,60,42,0.01,0.6,0.2,3946.06,202.872615
86447,60,42,0.01,0.6,0.3,3616.98,204.9232409
86448,60,42,0.01,0.6,0.4,3734.4,202.0790289
86449,60,42,0.01,0.6,0.5,3610.28,203.9088288
86450,60,42,0.01,0.6,0.65,3540.24,203.3474516
86451,60,42,0.01,0.6,0.8,3841.2,202.2321192
86452,60,42,0.01,0.6,1,3660.74,204.247521
86453,60,42,0.01,0.6,2,2557.6,200.496164
86454,60,42,0.01,0.7,0.1,3583.9,203.7753591
86455,60,42,0.01,0.7,0.2,3560.58,203.2375146
86456,60,42,0.01,0.7,0.3,3657.18,203.4757041
86457,60,42,0.01,0.7,0.4,3427.28,204.2454253
86458,60,42,0.01,0.7,0.5,3494.32,204.5011879
86459,60,42,0.01,0.7,0.65,3743.78,202.8597764
86460,60,42,0.01,0.7,0.8,3515.94,201.9672538
86461,60,42,0.01,0.7,1,3624.5,204.1169389
86462,60,42,0.01,0.7,2,2740.18,200.3934015
86463,60,42,0.01,0.8,0.1,3602.26,202.194434
86464,60,42,0.01,0.8,0.2,3568.96,204.4042305
86465,60,42,0.01,0.8,0.3,3633.04,203.177837
86466,60,42,0.01,0.8,0.4,3766.46,203.7259641
86467,60,42,0.01,0.8,0.5,3693.78,203.241525
86468,60,42,0.01,0.8,0.65,3521.74,203.7772643
86469,60,42,0.01,0.8,0.8,3498.54,203.8632042
86470,60,42,0.01,0.8,1,3757.4,203.5140694
86471,60,42,0.01,0.8,2,2880.1,200.3972641
86472,60,42,0.01,0.9,0.1,3509.08,203.5632651
86473,60,42,0.01,0.9,0.2,3784.24,202.5047044
86474,60,42,0.01,0.9,0.3,3604.42,203.0220659
86475,60,42,0.01,0.9,0.4,3620.66,202.8172705
86476,60,42,0.01,0.9,0.5,3641.42,203.1391137
86477,60,42,0.01,0.9,0.65,3801.52,204.3301319
86478,60,42,0.01,0.9,0.8,3421.64,204.413728
86479,60,42,0.01,0.9,1,3581.14,203.1789252
86480,60,42,0.01,0.9,2,3035.66,200.8122537
86481,60,42,0.01,1,0.1,3815.14,203.3858915
86482,60,42,0.01,1,0.2,3638.2,203.1351827
86483,60,42,0.01,1,0.3,3744.6,203.4742634
86484,60,42,0.01,1,0.4,3610.66,204.659745
86485,60,42,0.01,1,0.5,3704.66,202.9233287
86486,60,42,0.01,1,0.65,3442.2,204.7355325
86487,60,42,0.01,1,0.8,3601.48,202.1792068
86488,60,42,0.01,1,1,3551.46,203.452109
86489,60,42,0.01,1,2,3144.92,200.0754338
86490,60,42,0.01,1.1,0.1,3611.96,202.934675
86491,60,42,0.01,1.1,0.2,3556.96,202.811656
86492,60,42,0.01,1.1,0.3,3654.68,202.9310952
86493,60,42,0.01,1.1,0.4,3645.8,203.9932886
86494,60,42,0.01,1.1,0.5,3594.06,204.5181807
86495,60,42,0.01,1.1,0.65,3834.16,201.5373509
86496,60,42,0.01,1.1,0.8,3712.98,202.0750707
86497,60,42,0.01,1.1,1,3603.38,203.7059678
86498,60,42,0.01,1.1,2,3369.78,200.6059017
86499,60,42,0.01,1.2,0.1,3491.96,203.5082563
86500,60,42,0.01,1.2,0.2,3407.58,202.4023745
86501,60,42,0.01,1.2,0.3,3655.26,203.7682842
86502,60,42,0.01,1.2,0.4,3832.6,203.0371432
86503,60,42,0.01,1.2,0.5,3686.14,203.172331
86504,60,42,0.01,1.2,0.65,3613.84,204.6216902
86505,60,42,0.01,1.2,0.8,3764.08,203.8300703
86506,60,42,0.01,1.2,1,3714.78,202.9271316
86507,60,42,0.01,1.2,2,3469.12,201.3366189
86508,60,42,0.01,1.3,0.1,3590.04,202.9366419
86509,60,42,0.01,1.3,0.2,3799.34,203.3550493
86510,60,42,0.01,1.3,0.3,3493.58,203.1429248
86511,60,42,0.01,1.3,0.4,3611.72,203.3555076
86512,60,42,0.01,1.3,0.5,3483.06,205.089574
86513,60,42,0.01,1.3,0.65,3716.28,202.6015384
86514,60,42,0.01,1.3,0.8,3804.68,202.1830293
86515,60,42,0.01,1.3,1,3739.62,203.6510146
86516,60,42,0.01,1.3,2,3650.76,200.1796478
86517,60,42,0.01,1.4,0.1,3691.02,203.6786004
86518,60,42,0.01,1.4,0.2,3832.82,203.4497354
86519,60,42,0.01,1.4,0.3,3560.48,203.5010105
86520,60,42,0.01,1.4,0.4,3651.18,204.0422667
86521,60,42,0.01,1.4,0.5,3794.06,202.9234074
86522,60,42,0.01,1.4,0.65,3650.44,203.7697595
86523,60,42,0.01,1.4,0.8,3571.94,203.8738596
86524,60,42,0.01,1.4,1,3486.5,203.8206766
86525,60,42,0.01,1.4,2,3646.2,201.0355598
86526,60,42,0.01,1.5,0.1,3560.3,204.1264302
86527,60,42,0.01,1.5,0.2,3933.8,202.1867231
86528,60,42,0.01,1.5,0.3,3858.32,201.3441291
86529,60,42,0.01,1.5,0.4,3412.82,205.1909255
86530,60,42,0.01,1.5,0.5,3685.74,203.8796545
86531,60,42,0.01,1.5,0.65,3866.44,204.1825239
86532,60,42,0.01,1.5,0.8,3719.8,203.1919388
86533,60,42,0.01,1.5,1,3542.26,204.7205535
86534,60,42,0.01,1.5,2,3746.24,201.1244584
86535,60,42,0.01,1.6,0.1,3488.3,202.28744
86536,60,42,0.01,1.6,0.2,3729.84,202.1791654
86537,60,42,0.01,1.6,0.3,3444.54,203.7756717
86538,60,42,0.01,1.6,0.4,3586.64,204.4041058
86539,60,42,0.01,1.6,0.5,3312.2,204.0864255
86540,60,42,0.01,1.6,0.65,3438.78,202.9101959
86541,60,42,0.01,1.6,0.8,3691.56,201.9616508
86542,60,42,0.01,1.6,1,3459.1,203.6715309
86543,60,42,0.01,1.6,2,3604.92,202.9732675
86544,60,42,0.01,1.7,0.1,3850.12,202.9293724
86545,60,42,0.01,1.7,0.2,3616.98,201.7682059
86546,60,42,0.01,1.7,0.3,3600.76,203.7849921
86547,60,42,0.01,1.7,0.4,3649.3,203.3493324
86548,60,42,0.01,1.7,0.5,3549.52,203.3498402
86549,60,42,0.01,1.7,0.65,3789.02,202.9656637
86550,60,42,0.01,1.7,0.8,3565.8,203.8465878
86551,60,42,0.01,1.7,1,3839.12,202.9195658
86552,60,42,0.01,1.7,2,3634.58,202.5127075
86553,60,42,0.01,1.8,0.1,3407.54,203.4997819
86554,60,42,0.01,1.8,0.2,3477.28,203.2527194
86555,60,42,0.01,1.8,0.3,3585.42,202.9196268
86556,60,42,0.01,1.8,0.4,3671.68,203.6506051
86557,60,42,0.01,1.8,0.5,3684.2,204.6068671
86558,60,42,0.01,1.8,0.65,3614.98,204.3434621
86559,60,42,0.01,1.8,0.8,3520.84,203.0484848
86560,60,42,0.01,1.8,1,3492.48,203.7700056
86561,60,42,0.01,1.8,2,3655.98,202.2963326
86562,60,42,0.01,1.9,0.1,3677.46,201.6509207
86563,60,42,0.01,1.9,0.2,3729.98,203.4501571
86564,60,42,0.01,1.9,0.3,3811.26,203.2263717
86565,60,42,0.01,1.9,0.4,3665.14,202.3023675
86566,60,42,0.01,1.9,0.5,3678.58,203.8892333
86567,60,42,0.01,1.9,0.65,3634.5,202.7984364
86568,60,42,0.01,1.9,0.8,3671.12,203.4630832
86569,60,42,0.01,1.9,1,3870.9,202.8172237
86570,60,42,0.01,1.9,2,3724.36,202.5650301
86571,60,42,0.01,2,0.1,3597.88,203.0484475
86572,60,42,0.01,2,0.2,3649.74,203.3512064
86573,60,42,0.01,2,0.3,3534.62,204.0767193
86574,60,42,0.01,2,0.4,3726.12,204.0863923
86575,60,42,0.01,2,0.5,3537.26,205.6841888
86576,60,42,0.01,2,0.65,3834.28,202.6534318
86577,60,42,0.01,2,0.8,3692.34,203.4441771
86578,60,42,0.01,2,1,3686.24,202.289238
86579,60,42,0.01,2,2,3574.74,201.9803955
86580,60,42,0.2,0.1,0.1,3820.7,202.8589621
86581,60,42,0.2,0.1,0.2,3729.72,203.3493968
86582,60,42,0.2,0.1,0.3,3616.2,202.1304592
86583,60,42,0.2,0.1,0.4,4065.96,201.8704971
86584,60,42,0.2,0.1,0.5,3923.94,199.9712076
86585,60,42,0.2,0.1,0.65,3530.44,199.9768146
86586,60,42,0.2,0.1,0.8,2946.5,200.6003034
86587,60,42,0.2,0.1,1,2107.48,199.9715235
86588,60,42,0.2,0.1,2,504.38,210.2109968
86589,60,42,0.2,0.2,0.1,3578.76,204.4134988
86590,60,42,0.2,0.2,0.2,3637.2,203.368492
86591,60,42,0.2,0.2,0.3,3444.24,203.3494537
86592,60,42,0.2,0.2,0.4,3692.92,203.8645764
86593,60,42,0.2,0.2,0.5,3811.44,202.2853999
86594,60,42,0.2,0.2,0.65,3785.74,200.3973868
86595,60,42,0.2,0.2,0.8,3018.54,199.6551375
86596,60,42,0.2,0.2,1,2230.26,200.7042957
86597,60,42,0.2,0.2,2,539.78,207.034798
86598,60,42,0.2,0.3,0.1,3695.16,203.6982007
86599,60,42,0.2,0.3,0.2,4016.6,203.0331342
86600,60,42,0.2,0.3,0.3,3389.28,203.7565663
86601,60,42,0.2,0.3,0.4,3811.72,203.1447174
86602,60,42,0.2,0.3,0.5,3688.48,201.1301306
86603,60,42,0.2,0.3,0.65,3563.48,200.0754236
86604,60,42,0.2,0.3,0.8,3166.52,199.6553687
86605,60,42,0.2,0.3,1,2385.46,200.0717163
86606,60,42,0.2,0.3,2,598.5,207.0959251
86607,60,42,0.2,0.4,0.1,3598.4,203.340239
86608,60,42,0.2,0.4,0.2,3318.78,203.0276268
86609,60,42,0.2,0.4,0.3,3668.04,202.9142991
86610,60,42,0.2,0.4,0.4,3879.98,201.5544447
86611,60,42,0.2,0.4,0.5,3565.68,201.4670708
86612,60,42,0.2,0.4,0.65,3632.16,200.501251
86613,60,42,0.2,0.4,0.8,3208.9,199.9710869
86614,60,42,0.2,0.4,1,2500.8,201.0205746
86615,60,42,0.2,0.4,2,648.04,208.0130978
86616,60,42,0.2,0.5,0.1,3763.4,204.5065679
86617,60,42,0.2,0.5,0.2,3904.08,202.3895285
86618,60,42,0.2,0.5,0.3,3461.36,202.8305614
86619,60,42,0.2,0.5,0.4,3957.78,201.9804029
86620,60,42,0.2,0.5,0.5,3537.68,201.6586797
86621,60,42,0.2,0.5,0.65,3824.34,200.6037049
86622,60,42,0.2,0.5,0.8,3371.86,200.2875461
86623,60,42,0.2,0.5,1,2627.4,200.1797583
86624,60,42,0.2,0.5,2,696.76,208.2140312
86625,60,42,0.2,0.6,0.1,3733.76,202.7188012
86626,60,42,0.2,0.6,0.2,3618.42,202.7091878
86627,60,42,0.2,0.6,0.3,3503.56,203.9817355
86628,60,42,0.2,0.6,0.4,3552.72,202.7281359
86629,60,42,0.2,0.6,0.5,3621.78,203.6579024
86630,60,42,0.2,0.6,0.65,3604.78,201.6582309
86631,60,42,0.2,0.6,0.8,3312.68,200.2839174
86632,60,42,0.2,0.6,1,2743.22,200.8160308
86633,60,42,0.2,0.6,2,757.54,205.2956738
86634,60,42,0.2,0.7,0.1,3698.56,203.8646829
86635,60,42,0.2,0.7,0.2,3347.38,203.5541514
86636,60,42,0.2,0.7,0.3,3886.7,201.4521372
86637,60,42,0.2,0.7,0.4,3580.48,203.9875989
86638,60,42,0.2,0.7,0.5,3636.86,201.1301204
86639,60,42,0.2,0.7,0.65,3521.94,201.9213573
86640,60,42,0.2,0.7,0.8,3436.12,200.5050464
86641,60,42,0.2,0.7,1,2848.66,200.8142931
86642,60,42,0.2,0.7,2,822.12,206.3350708
86643,60,42,0.2,0.8,0.1,3746.18,202.7132891
86644,60,42,0.2,0.8,0.2,3810.3,202.6109802
86645,60,42,0.2,0.8,0.3,3747.68,201.649004
86646,60,42,0.2,0.8,0.4,3716.24,203.5617023
86647,60,42,0.2,0.8,0.5,4007.22,201.8666203
86648,60,42,0.2,0.8,0.65,3606.38,201.3931322
86649,60,42,0.2,0.8,0.8,3589.14,201.0312863
86650,60,42,0.2,0.8,1,3015.66,200.0755619
86651,60,42,0.2,0.8,2,905.42,205.5773651
86652,60,42,0.2,0.9,0.1,3672.4,201.554522
86653,60,42,0.2,0.9,0.2,3821.42,201.9121365
86654,60,42,0.2,0.9,0.3,3454.22,202.930685
86655,60,42,0.2,0.9,0.4,3689.46,202.4061788
86656,60,42,0.2,0.9,0.5,3635.32,202.3893983
86657,60,42,0.2,0.9,0.65,3519.5,201.9746406
86658,60,42,0.2,0.9,0.8,3581.34,199.9766838
86659,60,42,0.2,0.9,1,3138.54,200.3917364
86660,60,42,0.2,0.9,2,979.42,205.5150786
86661,60,42,0.2,1,0.1,3510.28,203.8813902
86662,60,42,0.2,1,0.2,3636.96,203.4497503
86663,60,42,0.2,1,0.3,3574.02,203.654109
86664,60,42,0.2,1,0.4,3915.8,202.4536022
86665,60,42,0.2,1,0.5,3709.26,201.6583448
86666,60,42,0.2,1,0.65,3793.54,200.0795459
86667,60,42,0.2,1,0.8,3751.08,200.08095
86668,60,42,0.2,1,1,3213.48,200.0716377
86669,60,42,0.2,1,2,1066.58,206.1866553
86670,60,42,0.2,1.1,0.1,3662.92,202.2967028
86671,60,42,0.2,1.1,0.2,3714.5,202.5538892
86672,60,42,0.2,1.1,0.3,3621.68,202.1791213
86673,60,42,0.2,1.1,0.4,3578.54,202.4916271
86674,60,42,0.2,1.1,0.5,3654.12,202.5145422
86675,60,42,0.2,1.1,0.65,3775.44,201.7719233
86676,60,42,0.2,1.1,0.8,3924.78,199.8670722
86677,60,42,0.2,1.1,1,3261.24,199.9674074
86678,60,42,0.2,1.1,2,1154.84,202.8155742
86679,60,42,0.2,1.2,0.1,3820.42,203.0446568
86680,60,42,0.2,1.2,0.2,3752.94,202.1922427
86681,60,42,0.2,1.2,0.3,3838.98,203.9723968
86682,60,42,0.2,1.2,0.4,3745.12,204.3598907
86683,60,42,0.2,1.2,0.5,3676.64,203.0427686
86684,60,42,0.2,1.2,0.65,3625.68,202.9307372
86685,60,42,0.2,1.2,0.8,3875.12,201.6790319
86686,60,42,0.2,1.2,1,3290.6,200.0811771
86687,60,42,0.2,1.2,2,1251.6,204.2361333
86688,60,42,0.2,1.3,0.1,3557.26,203.256502
86689,60,42,0.2,1.3,0.2,3545.3,203.4798772
86690,60,42,0.2,1.3,0.3,3619.02,204.1424609
86691,60,42,0.2,1.3,0.4,3689.46,202.5631005
86692,60,42,0.2,1.3,0.5,3776.06,201.9707123
86693,60,42,0.2,1.3,0.65,3976.66,200.7040415
86694,60,42,0.2,1.3,0.8,3904.66,200.7134053
86695,60,42,0.2,1.3,1,3531.18,200.6092544
86696,60,42,0.2,1.3,2,1365.86,202.5558371
86697,60,42,0.2,1.4,0.1,3753.74,201.9803012
86698,60,42,0.2,1.4,0.2,3448.72,203.6750748
86699,60,42,0.2,1.4,0.3,3792.26,202.4456411
86700,60,42,0.2,1.4,0.4,3901.02,203.1373543
86701,60,42,0.2,1.4,0.5,3552.26,203.293135
86702,60,42,0.2,1.4,0.65,3785.18,200.916187
86703,60,42,0.2,1.4,0.8,3825.94,200.9162467
86704,60,42,0.2,1.4,1,3668.98,200.5998885
86705,60,42,0.2,1.4,2,1471.36,201.7041071
86706,60,42,0.2,1.5,0.1,3556.52,202.3969458
86707,60,42,0.2,1.5,0.2,3685.16,203.2452811
86708,60,42,0.2,1.5,0.3,3539.82,202.5029965
86709,60,42,0.2,1.5,0.4,3497.76,203.4726518
86710,60,42,0.2,1.5,0.5,3549.94,204.1942323
86711,60,42,0.2,1.5,0.65,3382,204.1955971
86712,60,42,0.2,1.5,0.8,3928.86,202.1287622
86713,60,42,0.2,1.5,1,3656.88,199.7631755
86714,60,42,0.2,1.5,2,1606.2,201.7588963
86715,60,42,0.2,1.6,0.1,3581.08,202.3021587
86716,60,42,0.2,1.6,0.2,3306.94,203.8687007
86717,60,42,0.2,1.6,0.3,3561.1,203.1317418
86718,60,42,0.2,1.6,0.4,3744.4,202.6146489
86719,60,42,0.2,1.6,0.5,3708.9,202.8720672
86720,60,42,0.2,1.6,0.65,3757.34,202.4650224
86721,60,42,0.2,1.6,0.8,3665.76,201.9841034
