242.3832711			1100001111010001
355.0898892			0010101001011101
264.2772471			1100111000011001
319.6876107			1001000111110010
326.3652666			1110010110001010
355.0898892			0010100110011110
254.9857656			1000111000001111
359.6404557			1011011001011000
345.4121511			0010111001010110
287.8427304			0011101100010101
271.2930555			0110110001000111
354.6351207			0001110101010110
321.5205498			0010000111101101
333.5382354			0011010101100101
296.3611902			1110110100010100
338.5618086			0111100111010000
335.9963244			1011110101000010
330.0587733			1010010010101101
348.8600523			1011011011010000
252.6437841			0001111100000111
296.9342019			0010110011111000
286.786881			0011000101011110
355.0896858			1011011001101000
293.0463126			0011101110001010
327.2736849			0011110111010000
340.0721553			0011111001010100
348.7136721			1111101001010000
293.4826395			1111100000011010
323.813139			1101010111001000
354.635358			0010110110100110
301.901196			1001111100110000
304.4045076			1111010001000101
319.8813492			1111011000010100
340.0417809			0000110101111010
348.7117737			0101101011110000
329.611734			0101001011010110
300.3287106			1010101011001100
322.6357242			0111011101001000
361.6641501			0001011001110101
308.2350042			0001000010111111
401.8176153			1001011001101010
310.0377723			0101010011110100
335.0034612			1001011001110010
342.3043686			1000010101101110
320.8314984			0010100010011111
289.5184752			0010101011100011
333.548202			0101010010101110
356.7715665			0001011010101110
334.5581508			0111010110000110
346.9535163			1001010111100010
288.6149724			1101110001100010
406.7350815			0000100111110110
365.4046422			0100100101110110
347.109219			1000011111100100
345.4122867			0001111001101010
327.2741934			0000111110110100
353.4601467			0100100111110010
350.3905695			0100101111100100
303.3779139			1101001001101010
351.1962708			1001011001101100
380.283759			0010100111010110
364.4506284			0001101011110100
380.2837251			0001100111100110
310.0376028			0010101000111110
364.451103			0000101111100110
335.5949823			1001011011001010
364.4506962			0001100111110100
322.0905105			0100100111011100
313.043109			1001000001101111
339.7496646			1001011101001001
390.2610375			1001010110011010
319.412241			0100111001110100
347.1085749			0010001011110110
326.7405057			1011010001011010
372.796266			0010100111010101
353.2511193			0100101011010110
298.7616153			0101110011010010
327.2741934			0000111101110100
339.728511			0000101110110110
332.8916607			0000110111100110
337.7347842			0010011110110001
372.7957575			0010100111100110
344.3777943			1000110101010110
338.0454438			1011100101010001
333.5388117			1001010110011100
375.4976892			0001011110101010
425.1862074			1001011001100110
354.8217402			1000011101100110
363.4431882			0000011001111110
294.5756772			0011001001111001
344.7682884			0110000110110110
363.7862562			1010010110111000
328.7436228			1010010010110101
332.8937286			0000010110111011
293.0464143			0011011101000110
326.3674701			0101000110100111
352.3209372			1000011011100110
390.9111378			1001011001010110
305.4336777			1100010110100110
348.537426			0001100011110110
