,w_index,c1_index,c2_index,ITC
0,0.0,0.0,0.0,184.0
1,0.0,0.0,1.0,180.0
2,0.0,0.0,2.0,159.0
3,0.0,0.0,3.0,127.0
4,0.0,0.0,4.0,138.0
5,0.0,0.0,5.0,140.0
6,0.0,0.0,6.0,110.0
7,0.0,0.0,7.0,92.0
8,0.0,0.0,8.0,113.0
9,0.0,0.0,9.0,98.0
10,0.0,0.0,10.0,111.0
11,0.0,0.0,11.0,111.0
12,0.0,0.0,12.0,117.0
13,0.0,0.0,13.0,107.0
14,0.0,0.0,14.0,90.0
15,0.0,0.0,15.0,99.0
16,0.0,0.0,16.0,93.0
17,0.0,0.0,17.0,118.0
18,0.0,0.0,18.0,116.0
19,0.0,0.0,19.0,103.0
20,0.0,0.0,20.0,128.0
21,0.0,0.0,21.0,117.0
22,0.0,0.0,22.0,128.0
23,0.0,0.0,23.0,109.0
24,0.0,0.0,24.0,132.0
25,0.0,1.0,0.0,208.0
26,0.0,1.0,1.0,206.0
27,0.0,1.0,2.0,167.0
28,0.0,1.0,3.0,172.0
29,0.0,1.0,4.0,140.0
30,0.0,1.0,5.0,166.0
31,0.0,1.0,6.0,105.0
32,0.0,1.0,7.0,112.0
33,0.0,1.0,8.0,112.0
34,0.0,1.0,9.0,111.0
35,0.0,1.0,10.0,100.0
36,0.0,1.0,11.0,105.0
37,0.0,1.0,12.0,89.0
38,0.0,1.0,13.0,101.0
39,0.0,1.0,14.0,86.0
40,0.0,1.0,15.0,95.0
41,0.0,1.0,16.0,108.0
42,0.0,1.0,17.0,106.0
43,0.0,1.0,18.0,107.0
44,0.0,1.0,19.0,109.0
45,0.0,1.0,20.0,113.0
46,0.0,1.0,21.0,96.0
47,0.0,1.0,22.0,110.0
48,0.0,1.0,23.0,130.0
49,0.0,1.0,24.0,141.0
50,0.0,2.0,0.0,203.0
51,0.0,2.0,1.0,259.0
52,0.0,2.0,2.0,240.0
53,0.0,2.0,3.0,194.0
54,0.0,2.0,4.0,223.0
55,0.0,2.0,5.0,151.0
56,0.0,2.0,6.0,137.0
57,0.0,2.0,7.0,112.0
58,0.0,2.0,8.0,157.0
59,0.0,2.0,9.0,114.0
60,0.0,2.0,10.0,99.0
61,0.0,2.0,11.0,108.0
62,0.0,2.0,12.0,90.0
63,0.0,2.0,13.0,103.0
64,0.0,2.0,14.0,102.0
65,0.0,2.0,15.0,111.0
66,0.0,2.0,16.0,124.0
67,0.0,2.0,17.0,101.0
68,0.0,2.0,18.0,111.0
69,0.0,2.0,19.0,131.0
70,0.0,2.0,20.0,120.0
71,0.0,2.0,21.0,112.0
72,0.0,2.0,22.0,142.0
73,0.0,2.0,23.0,156.0
74,0.0,2.0,24.0,142.0
75,0.0,3.0,0.0,193.0
76,0.0,3.0,1.0,306.0
77,0.0,3.0,2.0,246.0
78,0.0,3.0,3.0,217.0
79,0.0,3.0,4.0,148.0
80,0.0,3.0,5.0,193.0
81,0.0,3.0,6.0,149.0
82,0.0,3.0,7.0,139.0
83,0.0,3.0,8.0,137.0
84,0.0,3.0,9.0,128.0
85,0.0,3.0,10.0,100.0
86,0.0,3.0,11.0,109.0
87,0.0,3.0,12.0,130.0
88,0.0,3.0,13.0,110.0
89,0.0,3.0,14.0,110.0
90,0.0,3.0,15.0,106.0
91,0.0,3.0,16.0,110.0
92,0.0,3.0,17.0,110.0
93,0.0,3.0,18.0,116.0
94,0.0,3.0,19.0,115.0
95,0.0,3.0,20.0,139.0
96,0.0,3.0,21.0,143.0
97,0.0,3.0,22.0,133.0
98,0.0,3.0,23.0,142.0
99,0.0,3.0,24.0,142.0
100,0.0,4.0,0.0,150.0
101,0.0,4.0,1.0,344.0
102,0.0,4.0,2.0,296.0
103,0.0,4.0,3.0,267.0
104,0.0,4.0,4.0,201.0
105,0.0,4.0,5.0,206.0
106,0.0,4.0,6.0,200.0
107,0.0,4.0,7.0,161.0
108,0.0,4.0,8.0,139.0
109,0.0,4.0,9.0,134.0
110,0.0,4.0,10.0,131.0
111,0.0,4.0,11.0,131.0
112,0.0,4.0,12.0,120.0
113,0.0,4.0,13.0,124.0
114,0.0,4.0,14.0,119.0
115,0.0,4.0,15.0,113.0
116,0.0,4.0,16.0,112.0
117,0.0,4.0,17.0,104.0
118,0.0,4.0,18.0,118.0
119,0.0,4.0,19.0,124.0
120,0.0,4.0,20.0,137.0
121,0.0,4.0,21.0,160.0
122,0.0,4.0,22.0,166.0
123,0.0,4.0,23.0,164.0
124,0.0,4.0,24.0,173.0
125,0.0,5.0,0.0,177.0
126,0.0,5.0,1.0,306.0
127,0.0,5.0,2.0,330.0
128,0.0,5.0,3.0,313.0
129,0.0,5.0,4.0,253.0
130,0.0,5.0,5.0,204.0
131,0.0,5.0,6.0,191.0
132,0.0,5.0,7.0,171.0
133,0.0,5.0,8.0,158.0
134,0.0,5.0,9.0,125.0
135,0.0,5.0,10.0,146.0
136,0.0,5.0,11.0,123.0
137,0.0,5.0,12.0,111.0
138,0.0,5.0,13.0,134.0
139,0.0,5.0,14.0,113.0
140,0.0,5.0,15.0,112.0
141,0.0,5.0,16.0,133.0
142,0.0,5.0,17.0,126.0
143,0.0,5.0,18.0,145.0
144,0.0,5.0,19.0,152.0
145,0.0,5.0,20.0,155.0
146,0.0,5.0,21.0,149.0
147,0.0,5.0,22.0,162.0
148,0.0,5.0,23.0,185.0
149,0.0,5.0,24.0,260.0
150,0.0,6.0,0.0,147.0
151,0.0,6.0,1.0,356.0
152,0.0,6.0,2.0,308.0
153,0.0,6.0,3.0,276.0
154,0.0,6.0,4.0,298.0
155,0.0,6.0,5.0,236.0
156,0.0,6.0,6.0,209.0
157,0.0,6.0,7.0,189.0
158,0.0,6.0,8.0,152.0
159,0.0,6.0,9.0,204.0
160,0.0,6.0,10.0,169.0
161,0.0,6.0,11.0,131.0
162,0.0,6.0,12.0,110.0
163,0.0,6.0,13.0,148.0
164,0.0,6.0,14.0,154.0
165,0.0,6.0,15.0,154.0
166,0.0,6.0,16.0,159.0
167,0.0,6.0,17.0,123.0
168,0.0,6.0,18.0,144.0
169,0.0,6.0,19.0,164.0
170,0.0,6.0,20.0,185.0
171,0.0,6.0,21.0,209.0
172,0.0,6.0,22.0,170.0
173,0.0,6.0,23.0,254.0
174,0.0,6.0,24.0,258.0
175,0.0,7.0,0.0,140.0
176,0.0,7.0,1.0,371.0
177,0.0,7.0,2.0,350.0
178,0.0,7.0,3.0,370.0
179,0.0,7.0,4.0,280.0
180,0.0,7.0,5.0,234.0
181,0.0,7.0,6.0,204.0
182,0.0,7.0,7.0,189.0
183,0.0,7.0,8.0,185.0
184,0.0,7.0,9.0,153.0
185,0.0,7.0,10.0,141.0
186,0.0,7.0,11.0,160.0
187,0.0,7.0,12.0,162.0
188,0.0,7.0,13.0,134.0
189,0.0,7.0,14.0,129.0
190,0.0,7.0,15.0,145.0
191,0.0,7.0,16.0,150.0
192,0.0,7.0,17.0,144.0
193,0.0,7.0,18.0,174.0
194,0.0,7.0,19.0,176.0
195,0.0,7.0,20.0,190.0
196,0.0,7.0,21.0,227.0
197,0.0,7.0,22.0,223.0
198,0.0,7.0,23.0,302.0
199,0.0,7.0,24.0,313.0
200,0.0,8.0,0.0,138.0
201,0.0,8.0,1.0,340.0
202,0.0,8.0,2.0,386.0
203,0.0,8.0,3.0,348.0
204,0.0,8.0,4.0,317.0
205,0.0,8.0,5.0,281.0
206,0.0,8.0,6.0,212.0
207,0.0,8.0,7.0,224.0
208,0.0,8.0,8.0,171.0
209,0.0,8.0,9.0,149.0
210,0.0,8.0,10.0,141.0
211,0.0,8.0,11.0,146.0
212,0.0,8.0,12.0,167.0
213,0.0,8.0,13.0,133.0
214,0.0,8.0,14.0,157.0
215,0.0,8.0,15.0,159.0
216,0.0,8.0,16.0,154.0
217,0.0,8.0,17.0,176.0
218,0.0,8.0,18.0,212.0
219,0.0,8.0,19.0,205.0
220,0.0,8.0,20.0,246.0
221,0.0,8.0,21.0,284.0
222,0.0,8.0,22.0,287.0
223,0.0,8.0,23.0,343.0
224,0.0,8.0,24.0,351.0
225,0.0,9.0,0.0,118.0
226,0.0,9.0,1.0,328.0
227,0.0,9.0,2.0,426.0
228,0.0,9.0,3.0,444.0
229,0.0,9.0,4.0,358.0
230,0.0,9.0,5.0,316.0
231,0.0,9.0,6.0,271.0
232,0.0,9.0,7.0,213.0
233,0.0,9.0,8.0,179.0
234,0.0,9.0,9.0,194.0
235,0.0,9.0,10.0,188.0
236,0.0,9.0,11.0,158.0
237,0.0,9.0,12.0,173.0
238,0.0,9.0,13.0,161.0
239,0.0,9.0,14.0,158.0
240,0.0,9.0,15.0,160.0
241,0.0,9.0,16.0,209.0
242,0.0,9.0,17.0,184.0
243,0.0,9.0,18.0,203.0
244,0.0,9.0,19.0,259.0
245,0.0,9.0,20.0,272.0
246,0.0,9.0,21.0,333.0
247,0.0,9.0,22.0,338.0
248,0.0,9.0,23.0,396.0
249,0.0,9.0,24.0,407.0
250,0.0,10.0,0.0,118.0
251,0.0,10.0,1.0,363.0
252,0.0,10.0,2.0,405.0
253,0.0,10.0,3.0,414.0
254,0.0,10.0,4.0,375.0
255,0.0,10.0,5.0,372.0
256,0.0,10.0,6.0,318.0
257,0.0,10.0,7.0,271.0
258,0.0,10.0,8.0,250.0
259,0.0,10.0,9.0,192.0
260,0.0,10.0,10.0,205.0
261,0.0,10.0,11.0,180.0
262,0.0,10.0,12.0,172.0
263,0.0,10.0,13.0,160.0
264,0.0,10.0,14.0,194.0
265,0.0,10.0,15.0,207.0
266,0.0,10.0,16.0,199.0
267,0.0,10.0,17.0,232.0
268,0.0,10.0,18.0,281.0
269,0.0,10.0,19.0,285.0
270,0.0,10.0,20.0,327.0
271,0.0,10.0,21.0,386.0
272,0.0,10.0,22.0,413.0
273,0.0,10.0,23.0,431.0
274,0.0,10.0,24.0,519.0
275,0.0,11.0,0.0,118.0
276,0.0,11.0,1.0,357.0
277,0.0,11.0,2.0,425.0
278,0.0,11.0,3.0,416.0
279,0.0,11.0,4.0,384.0
280,0.0,11.0,5.0,406.0
281,0.0,11.0,6.0,293.0
282,0.0,11.0,7.0,287.0
283,0.0,11.0,8.0,258.0
284,0.0,11.0,9.0,221.0
285,0.0,11.0,10.0,209.0
286,0.0,11.0,11.0,205.0
287,0.0,11.0,12.0,226.0
288,0.0,11.0,13.0,184.0
289,0.0,11.0,14.0,204.0
290,0.0,11.0,15.0,223.0
291,0.0,11.0,16.0,238.0
292,0.0,11.0,17.0,255.0
293,0.0,11.0,18.0,347.0
294,0.0,11.0,19.0,346.0
295,0.0,11.0,20.0,380.0
296,0.0,11.0,21.0,477.0
297,0.0,11.0,22.0,473.0
298,0.0,11.0,23.0,514.0
299,0.0,11.0,24.0,577.0
300,0.0,12.0,0.0,99.0
301,0.0,12.0,1.0,376.0
302,0.0,12.0,2.0,410.0
303,0.0,12.0,3.0,560.0
304,0.0,12.0,4.0,502.0
305,0.0,12.0,5.0,428.0
306,0.0,12.0,6.0,358.0
307,0.0,12.0,7.0,316.0
308,0.0,12.0,8.0,279.0
309,0.0,12.0,9.0,257.0
310,0.0,12.0,10.0,243.0
311,0.0,12.0,11.0,235.0
312,0.0,12.0,12.0,231.0
313,0.0,12.0,13.0,219.0
314,0.0,12.0,14.0,249.0
315,0.0,12.0,15.0,228.0
316,0.0,12.0,16.0,301.0
317,0.0,12.0,17.0,359.0
318,0.0,12.0,18.0,379.0
319,0.0,12.0,19.0,446.0
320,0.0,12.0,20.0,509.0
321,0.0,12.0,21.0,544.0
322,0.0,12.0,22.0,608.0
323,0.0,12.0,23.0,600.0
324,0.0,12.0,24.0,623.0
325,0.0,13.0,0.0,106.0
326,0.0,13.0,1.0,361.0
327,0.0,13.0,2.0,518.0
328,0.0,13.0,3.0,517.0
329,0.0,13.0,4.0,486.0
330,0.0,13.0,5.0,480.0
331,0.0,13.0,6.0,388.0
332,0.0,13.0,7.0,350.0
333,0.0,13.0,8.0,265.0
334,0.0,13.0,9.0,252.0
335,0.0,13.0,10.0,242.0
336,0.0,13.0,11.0,238.0
337,0.0,13.0,12.0,293.0
338,0.0,13.0,13.0,247.0
339,0.0,13.0,14.0,300.0
340,0.0,13.0,15.0,330.0
341,0.0,13.0,16.0,360.0
342,0.0,13.0,17.0,380.0
343,0.0,13.0,18.0,432.0
344,0.0,13.0,19.0,488.0
345,0.0,13.0,20.0,577.0
346,0.0,13.0,21.0,622.0
347,0.0,13.0,22.0,607.0
348,0.0,13.0,23.0,620.0
349,0.0,13.0,24.0,656.0
350,0.0,14.0,0.0,102.0
351,0.0,14.0,1.0,385.0
352,0.0,14.0,2.0,559.0
353,0.0,14.0,3.0,531.0
354,0.0,14.0,4.0,549.0
355,0.0,14.0,5.0,461.0
356,0.0,14.0,6.0,433.0
357,0.0,14.0,7.0,349.0
358,0.0,14.0,8.0,357.0
359,0.0,14.0,9.0,312.0
360,0.0,14.0,10.0,282.0
361,0.0,14.0,11.0,307.0
362,0.0,14.0,12.0,275.0
363,0.0,14.0,13.0,273.0
364,0.0,14.0,14.0,341.0
365,0.0,14.0,15.0,350.0
366,0.0,14.0,16.0,393.0
367,0.0,14.0,17.0,425.0
368,0.0,14.0,18.0,495.0
369,0.0,14.0,19.0,597.0
370,0.0,14.0,20.0,694.0
371,0.0,14.0,21.0,697.0
372,0.0,14.0,22.0,683.0
373,0.0,14.0,23.0,717.0
374,0.0,14.0,24.0,627.0
375,0.0,15.0,0.0,98.0
376,0.0,15.0,1.0,407.0
377,0.0,15.0,2.0,571.0
378,0.0,15.0,3.0,626.0
379,0.0,15.0,4.0,594.0
380,0.0,15.0,5.0,480.0
381,0.0,15.0,6.0,472.0
382,0.0,15.0,7.0,420.0
383,0.0,15.0,8.0,376.0
384,0.0,15.0,9.0,309.0
385,0.0,15.0,10.0,280.0
386,0.0,15.0,11.0,296.0
387,0.0,15.0,12.0,317.0
388,0.0,15.0,13.0,371.0
389,0.0,15.0,14.0,348.0
390,0.0,15.0,15.0,435.0
391,0.0,15.0,16.0,491.0
392,0.0,15.0,17.0,534.0
393,0.0,15.0,18.0,645.0
394,0.0,15.0,19.0,708.0
395,0.0,15.0,20.0,710.0
396,0.0,15.0,21.0,752.0
397,0.0,15.0,22.0,733.0
398,0.0,15.0,23.0,705.0
399,0.0,15.0,24.0,721.0
400,0.0,16.0,0.0,127.0
401,0.0,16.0,1.0,391.0
402,0.0,16.0,2.0,609.0
403,0.0,16.0,3.0,625.0
404,0.0,16.0,4.0,648.0
405,0.0,16.0,5.0,594.0
406,0.0,16.0,6.0,528.0
407,0.0,16.0,7.0,435.0
408,0.0,16.0,8.0,427.0
409,0.0,16.0,9.0,338.0
410,0.0,16.0,10.0,367.0
411,0.0,16.0,11.0,345.0
412,0.0,16.0,12.0,353.0
413,0.0,16.0,13.0,368.0
414,0.0,16.0,14.0,413.0
415,0.0,16.0,15.0,505.0
416,0.0,16.0,16.0,554.0
417,0.0,16.0,17.0,652.0
418,0.0,16.0,18.0,689.0
419,0.0,16.0,19.0,781.0
420,0.0,16.0,20.0,760.0
421,0.0,16.0,21.0,780.0
422,0.0,16.0,22.0,697.0
423,0.0,16.0,23.0,739.0
424,0.0,16.0,24.0,771.0
425,0.0,17.0,0.0,100.0
426,0.0,17.0,1.0,441.0
427,0.0,17.0,2.0,634.0
428,0.0,17.0,3.0,709.0
429,0.0,17.0,4.0,683.0
430,0.0,17.0,5.0,596.0
431,0.0,17.0,6.0,576.0
432,0.0,17.0,7.0,520.0
433,0.0,17.0,8.0,482.0
434,0.0,17.0,9.0,402.0
435,0.0,17.0,10.0,332.0
436,0.0,17.0,11.0,395.0
437,0.0,17.0,12.0,412.0
438,0.0,17.0,13.0,498.0
439,0.0,17.0,14.0,541.0
440,0.0,17.0,15.0,616.0
441,0.0,17.0,16.0,692.0
442,0.0,17.0,17.0,707.0
443,0.0,17.0,18.0,728.0
444,0.0,17.0,19.0,768.0
445,0.0,17.0,20.0,803.0
446,0.0,17.0,21.0,796.0
447,0.0,17.0,22.0,818.0
448,0.0,17.0,23.0,778.0
449,0.0,17.0,24.0,759.0
450,0.0,18.0,0.0,96.0
451,0.0,18.0,1.0,379.0
452,0.0,18.0,2.0,671.0
453,0.0,18.0,3.0,784.0
454,0.0,18.0,4.0,733.0
455,0.0,18.0,5.0,732.0
456,0.0,18.0,6.0,582.0
457,0.0,18.0,7.0,505.0
458,0.0,18.0,8.0,502.0
459,0.0,18.0,9.0,475.0
460,0.0,18.0,10.0,440.0
461,0.0,18.0,11.0,448.0
462,0.0,18.0,12.0,538.0
463,0.0,18.0,13.0,619.0
464,0.0,18.0,14.0,647.0
465,0.0,18.0,15.0,694.0
466,0.0,18.0,16.0,760.0
467,0.0,18.0,17.0,835.0
468,0.0,18.0,18.0,796.0
469,0.0,18.0,19.0,830.0
470,0.0,18.0,20.0,805.0
471,0.0,18.0,21.0,784.0
472,0.0,18.0,22.0,801.0
473,0.0,18.0,23.0,773.0
474,0.0,18.0,24.0,763.0
475,0.0,19.0,0.0,123.0
476,0.0,19.0,1.0,402.0
